#Saved Data from the class odmr_logic on 15.07.2022 at 13h34m31s.
#
#Parameters:
#===========
#
#Microwave CW Power (dBm): -1.0000000000000000e+01
#Microwave Sweep Power (dBm): 0.0000000000000000e+00
#Run Time (s): 3.0000000000000000e+02
#Number of frequency sweeps (#): 74
#Start Frequencies (Hz): [2800000000.0]
#Stop Frequencies (Hz): [2950000000.0]
#Step sizes (Hz): [2000000.0]
#Clock Frequencies (Hz): 20
#Channel: 0: /Dev1/Ctr3
#
#Data:
#=====
#count data (counts/s)
3.377280e+06	3.354640e+06	3.392640e+06	3.368120e+06	3.368300e+06	3.370940e+06	3.368960e+06	3.372600e+06	3.346860e+06	3.368660e+06	3.362480e+06	3.364760e+06	3.361820e+06	3.352380e+06	3.373080e+06	3.362860e+06	3.365960e+06	3.359920e+06	3.365700e+06	3.361660e+06	3.368900e+06	3.359840e+06	3.363740e+06	3.358000e+06	3.363660e+06	3.349560e+06	3.359440e+06	3.349960e+06	3.368580e+06	3.357060e+06	3.356020e+06	3.371940e+06	3.360600e+06	3.361860e+06	3.376780e+06	3.364880e+06	3.369960e+06	3.358160e+06	3.354920e+06	3.349020e+06	3.372980e+06	3.362740e+06	3.350440e+06	3.365160e+06	3.362100e+06	3.365120e+06	3.357760e+06	3.359120e+06	3.351820e+06	3.353380e+06	3.369780e+06	3.359180e+06	3.356960e+06	3.350800e+06	3.359040e+06	3.350900e+06	3.368880e+06	3.364360e+06	3.350000e+06	3.363680e+06	3.352720e+06	3.358820e+06	3.365700e+06	3.367060e+06	3.372620e+06	3.361720e+06	3.373100e+06	3.369140e+06	3.360560e+06	3.365860e+06	3.369520e+06	3.359620e+06	3.379200e+06	3.354500e+06	3.356400e+06	3.364860e+06
3.368340e+06	3.372080e+06	3.366700e+06	3.357460e+06	3.372000e+06	3.365300e+06	3.373880e+06	3.353420e+06	3.367660e+06	3.363940e+06	3.363100e+06	3.359380e+06	3.367000e+06	3.364960e+06	3.376660e+06	3.369540e+06	3.369540e+06	3.359860e+06	3.357780e+06	3.361460e+06	3.357480e+06	3.343380e+06	3.353020e+06	3.352100e+06	3.348380e+06	3.347820e+06	3.373140e+06	3.371940e+06	3.343860e+06	3.365840e+06	3.359160e+06	3.359840e+06	3.368780e+06	3.375380e+06	3.359540e+06	3.368680e+06	3.377640e+06	3.370840e+06	3.358020e+06	3.377220e+06	3.367080e+06	3.369080e+06	3.354600e+06	3.355760e+06	3.351580e+06	3.354280e+06	3.358180e+06	3.361640e+06	3.355020e+06	3.351300e+06	3.358340e+06	3.369380e+06	3.369180e+06	3.359100e+06	3.361240e+06	3.358440e+06	3.377480e+06	3.357120e+06	3.373840e+06	3.371060e+06	3.382320e+06	3.370760e+06	3.359340e+06	3.372880e+06	3.368820e+06	3.371420e+06	3.355320e+06	3.372120e+06	3.357400e+06	3.359840e+06	3.372920e+06	3.371100e+06	3.375460e+06	3.355220e+06	3.373020e+06	3.371380e+06
3.367300e+06	3.367500e+06	3.347480e+06	3.364240e+06	3.371260e+06	3.366960e+06	3.356620e+06	3.366180e+06	3.359360e+06	3.359620e+06	3.367100e+06	3.351800e+06	3.379760e+06	3.356240e+06	3.363140e+06	3.359820e+06	3.352180e+06	3.357200e+06	3.358520e+06	3.358600e+06	3.355400e+06	3.368300e+06	3.348480e+06	3.350680e+06	3.351800e+06	3.362440e+06	3.352060e+06	3.364220e+06	3.367060e+06	3.369580e+06	3.359440e+06	3.350620e+06	3.369700e+06	3.359200e+06	3.357760e+06	3.364880e+06	3.363380e+06	3.365160e+06	3.369960e+06	3.366140e+06	3.369840e+06	3.356160e+06	3.364280e+06	3.364540e+06	3.361400e+06	3.361000e+06	3.351940e+06	3.358460e+06	3.357800e+06	3.356140e+06	3.363440e+06	3.354600e+06	3.362620e+06	3.371560e+06	3.367860e+06	3.376680e+06	3.362360e+06	3.364020e+06	3.359320e+06	3.367300e+06	3.353700e+06	3.361600e+06	3.356320e+06	3.385360e+06	3.354360e+06	3.363500e+06	3.365740e+06	3.369600e+06	3.353740e+06	3.361700e+06	3.369340e+06	3.357000e+06	3.373300e+06	3.372220e+06	3.349500e+06	3.366140e+06
3.365240e+06	3.363860e+06	3.371460e+06	3.354700e+06	3.370660e+06	3.376320e+06	3.365860e+06	3.364240e+06	3.362120e+06	3.356000e+06	3.368980e+06	3.360620e+06	3.358820e+06	3.360560e+06	3.373940e+06	3.360440e+06	3.371020e+06	3.358440e+06	3.369900e+06	3.357200e+06	3.345280e+06	3.362000e+06	3.348660e+06	3.360400e+06	3.344540e+06	3.359220e+06	3.344580e+06	3.355260e+06	3.364500e+06	3.369000e+06	3.348020e+06	3.360420e+06	3.353400e+06	3.384260e+06	3.368860e+06	3.366820e+06	3.362080e+06	3.364940e+06	3.362160e+06	3.364940e+06	3.371420e+06	3.367320e+06	3.364840e+06	3.361000e+06	3.370540e+06	3.360320e+06	3.360500e+06	3.360520e+06	3.365620e+06	3.359400e+06	3.371280e+06	3.352440e+06	3.361120e+06	3.361520e+06	3.368760e+06	3.359900e+06	3.370760e+06	3.368680e+06	3.362360e+06	3.354020e+06	3.349000e+06	3.351380e+06	3.362400e+06	3.355620e+06	3.365220e+06	3.359000e+06	3.368520e+06	3.357380e+06	3.360300e+06	3.357600e+06	3.361460e+06	3.372740e+06	3.366600e+06	3.369540e+06	3.367380e+06	3.363540e+06
3.367600e+06	3.378820e+06	3.361700e+06	3.350080e+06	3.355880e+06	3.364720e+06	3.349140e+06	3.362560e+06	3.380240e+06	3.365180e+06	3.364720e+06	3.361960e+06	3.357500e+06	3.359440e+06	3.375940e+06	3.368100e+06	3.360520e+06	3.373500e+06	3.360840e+06	3.358220e+06	3.360720e+06	3.373700e+06	3.358920e+06	3.360420e+06	3.358660e+06	3.359900e+06	3.367600e+06	3.355540e+06	3.356260e+06	3.361380e+06	3.360720e+06	3.367400e+06	3.373140e+06	3.354520e+06	3.360300e+06	3.362020e+06	3.362260e+06	3.353780e+06	3.359480e+06	3.356080e+06	3.363120e+06	3.358840e+06	3.374200e+06	3.362780e+06	3.365320e+06	3.361620e+06	3.354100e+06	3.357420e+06	3.351280e+06	3.363600e+06	3.356900e+06	3.364280e+06	3.357440e+06	3.361720e+06	3.366720e+06	3.361040e+06	3.366340e+06	3.363240e+06	3.363900e+06	3.360660e+06	3.356300e+06	3.358740e+06	3.353140e+06	3.363600e+06	3.355000e+06	3.370560e+06	3.366700e+06	3.381620e+06	3.362040e+06	3.388260e+06	3.357920e+06	3.379560e+06	3.365000e+06	3.365400e+06	3.365380e+06	3.364180e+06
3.375200e+06	3.351360e+06	3.373520e+06	3.369980e+06	3.374180e+06	3.369160e+06	3.381100e+06	3.364060e+06	3.370620e+06	3.372820e+06	3.364820e+06	3.378040e+06	3.359980e+06	3.369520e+06	3.373140e+06	3.366440e+06	3.360660e+06	3.368880e+06	3.352880e+06	3.380320e+06	3.363440e+06	3.371020e+06	3.351260e+06	3.363340e+06	3.369000e+06	3.357940e+06	3.361340e+06	3.351840e+06	3.389280e+06	3.356880e+06	3.373760e+06	3.362840e+06	3.363360e+06	3.370780e+06	3.370220e+06	3.370900e+06	3.361600e+06	3.364660e+06	3.367500e+06	3.373700e+06	3.366240e+06	3.379200e+06	3.368700e+06	3.375720e+06	3.355200e+06	3.367440e+06	3.355520e+06	3.355220e+06	3.354480e+06	3.369340e+06	3.371420e+06	3.366640e+06	3.368400e+06	3.359340e+06	3.368460e+06	3.351000e+06	3.363960e+06	3.367600e+06	3.364180e+06	3.375020e+06	3.366780e+06	3.369240e+06	3.365380e+06	3.371880e+06	3.364460e+06	3.358720e+06	3.357960e+06	3.382780e+06	3.374640e+06	3.369580e+06	3.360680e+06	3.349520e+06	3.356440e+06	3.372380e+06	3.370240e+06	3.378160e+06
3.369040e+06	3.365960e+06	3.364820e+06	3.365640e+06	3.368040e+06	3.370160e+06	3.370080e+06	3.352680e+06	3.379940e+06	3.366520e+06	3.368420e+06	3.368320e+06	3.360700e+06	3.365260e+06	3.359940e+06	3.364340e+06	3.361100e+06	3.361140e+06	3.357660e+06	3.360900e+06	3.366820e+06	3.354600e+06	3.352420e+06	3.364680e+06	3.361200e+06	3.341820e+06	3.359340e+06	3.352880e+06	3.360800e+06	3.354660e+06	3.366080e+06	3.364060e+06	3.364740e+06	3.364060e+06	3.355960e+06	3.375400e+06	3.355720e+06	3.367820e+06	3.360840e+06	3.360180e+06	3.371960e+06	3.354080e+06	3.358920e+06	3.370220e+06	3.353180e+06	3.372760e+06	3.368680e+06	3.375060e+06	3.360840e+06	3.350860e+06	3.355800e+06	3.362180e+06	3.362800e+06	3.378700e+06	3.377420e+06	3.364780e+06	3.363300e+06	3.364820e+06	3.366140e+06	3.365140e+06	3.361780e+06	3.379920e+06	3.380420e+06	3.363400e+06	3.372020e+06	3.360100e+06	3.365540e+06	3.365560e+06	3.367000e+06	3.374720e+06	3.381700e+06	3.369080e+06	3.368120e+06	3.369100e+06	3.360700e+06	3.388260e+06
3.372060e+06	3.358400e+06	3.359100e+06	3.368120e+06	3.358280e+06	3.362820e+06	3.363780e+06	3.353840e+06	3.367580e+06	3.375480e+06	3.360520e+06	3.365080e+06	3.369100e+06	3.374660e+06	3.360780e+06	3.361740e+06	3.367140e+06	3.370840e+06	3.372580e+06	3.359580e+06	3.369900e+06	3.369800e+06	3.359720e+06	3.352620e+06	3.359680e+06	3.374340e+06	3.370700e+06	3.354140e+06	3.374320e+06	3.366620e+06	3.372880e+06	3.362980e+06	3.377180e+06	3.362060e+06	3.365200e+06	3.363020e+06	3.374820e+06	3.375360e+06	3.367240e+06	3.354580e+06	3.373680e+06	3.365940e+06	3.383100e+06	3.365720e+06	3.365920e+06	3.367560e+06	3.358040e+06	3.365640e+06	3.347560e+06	3.365440e+06	3.367000e+06	3.366820e+06	3.359840e+06	3.377920e+06	3.369120e+06	3.377280e+06	3.364660e+06	3.362140e+06	3.366560e+06	3.357340e+06	3.358520e+06	3.368020e+06	3.368980e+06	3.365500e+06	3.357080e+06	3.372420e+06	3.364820e+06	3.362020e+06	3.364900e+06	3.359180e+06	3.356340e+06	3.369160e+06	3.354180e+06	3.359300e+06	3.367160e+06	3.364180e+06
3.362760e+06	3.374120e+06	3.368540e+06	3.368300e+06	3.369260e+06	3.379640e+06	3.362460e+06	3.352460e+06	3.351880e+06	3.348360e+06	3.372660e+06	3.362220e+06	3.365580e+06	3.365580e+06	3.357440e+06	3.362580e+06	3.355740e+06	3.367200e+06	3.370700e+06	3.359140e+06	3.366460e+06	3.374660e+06	3.373820e+06	3.361960e+06	3.360500e+06	3.348540e+06	3.368780e+06	3.355680e+06	3.363760e+06	3.355980e+06	3.366260e+06	3.368900e+06	3.369600e+06	3.360140e+06	3.371680e+06	3.365340e+06	3.369080e+06	3.370700e+06	3.354820e+06	3.369840e+06	3.356640e+06	3.371600e+06	3.358580e+06	3.358480e+06	3.361340e+06	3.370320e+06	3.363220e+06	3.365480e+06	3.360900e+06	3.373160e+06	3.361620e+06	3.352960e+06	3.363200e+06	3.368800e+06	3.365540e+06	3.361360e+06	3.369160e+06	3.363500e+06	3.371740e+06	3.365280e+06	3.370580e+06	3.380020e+06	3.359720e+06	3.376120e+06	3.372840e+06	3.365060e+06	3.359600e+06	3.356220e+06	3.360160e+06	3.368900e+06	3.354600e+06	3.377280e+06	3.352700e+06	3.368840e+06	3.364680e+06	3.364920e+06
3.376320e+06	3.379400e+06	3.376120e+06	3.361120e+06	3.361020e+06	3.368660e+06	3.370520e+06	3.373740e+06	3.375680e+06	3.366200e+06	3.359740e+06	3.371740e+06	3.379060e+06	3.371480e+06	3.376620e+06	3.370040e+06	3.373720e+06	3.370500e+06	3.366740e+06	3.362380e+06	3.364600e+06	3.365860e+06	3.361900e+06	3.357380e+06	3.349040e+06	3.370520e+06	3.371440e+06	3.352040e+06	3.365200e+06	3.364640e+06	3.373660e+06	3.368560e+06	3.378680e+06	3.366220e+06	3.365900e+06	3.366920e+06	3.376060e+06	3.366580e+06	3.355440e+06	3.362580e+06	3.354360e+06	3.369800e+06	3.354040e+06	3.381640e+06	3.358820e+06	3.371160e+06	3.358940e+06	3.357080e+06	3.360220e+06	3.356720e+06	3.362600e+06	3.366400e+06	3.365120e+06	3.362400e+06	3.370860e+06	3.365200e+06	3.378980e+06	3.361860e+06	3.372320e+06	3.350800e+06	3.379220e+06	3.362000e+06	3.362200e+06	3.369700e+06	3.365740e+06	3.359920e+06	3.361140e+06	3.360100e+06	3.368980e+06	3.370060e+06	3.372240e+06	3.361140e+06	3.364080e+06	3.361500e+06	3.375400e+06	3.372720e+06
