#Saved Data from the class odmr_logic on 23.06.2022 at 18h56m17s.
#
#Parameters:
#===========
#
#Microwave CW Power (dBm): -1.0000000000000000e+01
#Microwave Sweep Power (dBm): 0.0000000000000000e+00
#Run Time (s): 1.8000000000000000e+02
#Number of frequency sweeps (#): 12
#Start Frequency (Hz): 2.8000000000000000e+09
#Stop Frequency (Hz): 2.9500000000000000e+09
#Step size (Hz): 5.0000000000000000e+05
#Clock Frequencies (Hz): 20
#Channel: 0: /Dev1/Ctr3
#frequency range: 0
#
#Data:
#=====
#frequency (Hz)	count data (counts/s)	
2.800000e+09	2.051985e+06
2.800500e+09	2.048360e+06
2.801000e+09	2.053433e+06
2.801500e+09	2.053353e+06
2.802000e+09	2.056005e+06
2.802500e+09	2.054205e+06
2.803000e+09	2.053335e+06
2.803500e+09	2.055738e+06
2.804000e+09	2.051585e+06
2.804500e+09	2.051084e+06
2.805000e+09	2.052220e+06
2.805500e+09	2.054589e+06
2.806000e+09	2.051598e+06
2.806500e+09	2.052985e+06
2.807000e+09	2.054642e+06
2.807500e+09	2.049709e+06
2.808000e+09	2.053925e+06
2.808500e+09	2.053053e+06
2.809000e+09	2.053384e+06
2.809500e+09	2.054567e+06
2.810000e+09	2.055982e+06
2.810500e+09	2.052718e+06
2.811000e+09	2.053711e+06
2.811500e+09	2.052744e+06
2.812000e+09	2.052804e+06
2.812500e+09	2.054365e+06
2.813000e+09	2.051116e+06
2.813500e+09	2.054396e+06
2.814000e+09	2.052565e+06
2.814500e+09	2.055118e+06
2.815000e+09	2.052562e+06
2.815500e+09	2.051185e+06
2.816000e+09	2.048771e+06
2.816500e+09	2.050385e+06
2.817000e+09	2.053055e+06
2.817500e+09	2.051653e+06
2.818000e+09	2.054624e+06
2.818500e+09	2.055333e+06
2.819000e+09	2.050602e+06
2.819500e+09	2.052040e+06
2.820000e+09	2.052020e+06
2.820500e+09	2.049845e+06
2.821000e+09	2.052122e+06
2.821500e+09	2.048975e+06
2.822000e+09	2.055298e+06
2.822500e+09	2.050042e+06
2.823000e+09	2.048656e+06
2.823500e+09	2.051667e+06
2.824000e+09	2.048858e+06
2.824500e+09	2.046458e+06
2.825000e+09	2.052095e+06
2.825500e+09	2.050165e+06
2.826000e+09	2.046318e+06
2.826500e+09	2.051538e+06
2.827000e+09	2.050349e+06
2.827500e+09	2.050787e+06
2.828000e+09	2.046758e+06
2.828500e+09	2.047933e+06
2.829000e+09	2.046818e+06
2.829500e+09	2.043178e+06
2.830000e+09	2.044929e+06
2.830500e+09	2.045664e+06
2.831000e+09	2.045631e+06
2.831500e+09	2.044504e+06
2.832000e+09	2.044960e+06
2.832500e+09	2.044885e+06
2.833000e+09	2.046022e+06
2.833500e+09	2.046316e+06
2.834000e+09	2.046215e+06
