550	204.40335
550.01337	193.26463
550.02667	213.15068
550.04004	216.30167
550.05341	214.86116
550.06677	210.83952
550.08008	209.84314
550.09344	207.80884
550.10681	207.77986
550.12018	208.05943
550.13348	207.82385
550.14685	217.30357
550.16022	213.1877
550.17358	208.29053
550.18689	201.65691
550.20026	211.78772
550.21362	217.43272
550.22699	209.63269
550.2403	209.8629
550.25366	216.39458
550.26703	215.89923
550.2804	225.44627
550.2937	223.91832
550.30707	208.20021
550.32043	202.31151
550.3338	215.25986
550.34711	215.54761
550.36047	218.31555
550.37384	220.81876
550.38721	222.6324
550.40051	225.43857
550.41388	219.92758
550.42725	226.30453
550.44061	223.12915
550.45392	217.29095
550.46729	223.08995
550.48065	219.96748
550.49402	218.08722
550.50732	215.83104
550.52069	212.43433
550.53406	212.23793
550.54742	213.34163
550.56073	211.86844
550.5741	225.74132
550.58746	222.91248
550.60083	221.69597
550.61414	227.35429
550.6275	229.98441
550.64087	222.35657
550.65424	222.04442
550.66754	233.04288
550.68091	228.84207
550.69427	217.11583
550.70758	227.49261
550.72095	225.21947
550.73431	222.22919
550.74768	231.0318
550.76099	229.85999
550.77435	227.06639
550.78772	227.53331
550.80109	224.5152
550.81439	217.88345
550.82776	219.99437
550.84113	238.30049
550.85449	227.44234
550.8678	221.95876
550.88116	212.70782
550.89453	216.38251
550.9079	220.50351
550.9212	222.03394
550.93457	229.48349
550.94794	237.70546
550.9613	229.09529
550.97461	232.28821
550.98798	225.98416
551.00134	223.80261
551.01471	237.64923
551.02802	235.09543
551.04138	229.07036
551.05475	226.57527
551.06812	228.28618
551.08142	230.71454
551.09479	225.42848
551.10815	240.57959
551.12152	234.25389
551.13483	241.71747
551.14819	243.35548
551.16156	237.83737
551.17493	232.48462
551.18823	232.91212
551.2016	232.56947
551.21497	230.01294
551.22833	238.8951
551.24164	249.6608
551.255	246.04863
551.26837	240.65823
551.28174	237.26547
551.29504	229.6539
551.30841	230.06831
551.32178	234.22554
551.33508	240.75182
551.34845	245.29541
551.36182	241.02834
551.37518	248.84953
551.38849	247.40266
551.40186	230.24211
551.41522	241.52756
551.42859	245.25328
551.44189	239.96039
551.45526	236.01035
551.46863	232.59631
551.48199	231.48528
551.4953	238.23602
551.50867	240.87158
551.52203	242.85458
551.5354	239.70218
551.54871	241.21858
551.56207	242.2562
551.57544	239.32269
551.58881	236.14862
551.60211	238.36623
551.61548	237.24759
551.62885	231.50377
551.64221	242.1489
551.65552	237.25563
551.66888	232.73671
551.68225	234.28528
551.69562	238.39465
551.70892	241.85097
551.72229	241.5354
551.73566	242.16324
551.74902	242.27362
551.76233	243.02332
551.7757	248.94183
551.78906	235.97586
551.80243	240.99437
551.81573	245.45149
551.8291	232.87642
551.84247	243.90028
551.85583	246.70419
551.86914	242.01006
551.88251	247.13454
551.89587	254.40155
551.90924	245.47304
551.92255	242.28003
551.93591	247.51801
551.94928	246.08842
551.96265	240.63406
551.97595	242.50043
551.98932	243.8584
552.00269	241.31645
552.01599	240.54001
552.02936	243.69795
552.04272	249.7655
552.05609	258.28555
552.0694	244.38539
552.08276	258.42935
552.09613	264.60883
552.1095	251.70952
552.1228	248.49728
552.13617	256.73523
552.14954	262.4874
552.1629	256.76117
552.17621	252.63626
552.18958	260.67062
552.20294	239.37662
552.21631	233.57632
552.22961	252.44812
552.24298	266.62003
552.25635	256.80518
552.26971	257.01614
552.28302	262.05118
552.29639	258.08203
552.30975	251.85181
552.32312	255.90956
552.33643	259.58707
552.34979	253.66061
552.36316	256.32089
552.37653	253.97095
552.38983	251.23972
552.4032	262.22318
552.41656	264.10849
552.42993	262.35217
552.44324	257.9834
552.4566	248.41219
552.46997	254.28532
552.48334	257.97559
552.49664	257.99939
552.51001	263.70627
552.52338	256.68576
552.53674	266.215
552.55005	271.77014
552.56342	266.53653
552.57678	265.64871
552.59015	270.55997
552.60345	263.49951
552.61682	255.1817
552.63019	264.48251
552.64355	261.79697
552.65686	254.45703
552.67023	264.70059
552.68359	265.54034
552.6969	264.05127
552.71027	259.15448
552.72363	258.37445
552.737	268.21887
552.75031	264.47363
552.76367	264.79904
552.77704	269.81873
552.79041	268.69431
552.80371	273.55643
552.81708	265.83682
552.83044	268.50589
552.84381	270.38586
552.85712	267.80103
552.87048	266.46204
552.88385	259.86911
552.89722	258.89865
552.91052	271.02274
552.92389	273.26013
552.93726	272.67828
552.95062	267.47495
552.96393	274.34195
552.97729	283.52441
552.99066	278.53207
553.00403	266.33249
553.01733	266.22165
553.0307	273.41443
553.04407	275.7229
553.05743	278.41068
553.07074	269.88135
553.08411	282.76669
553.09747	270.78143
553.11084	274.85959
553.12415	274.25653
553.13751	272.69669
553.15088	276.07901
553.16425	257.33331
553.17755	273.94501
553.19092	285.77542
553.20428	264.03317
553.21765	272.20218
553.23096	283.96042
553.24432	283.72372
553.25769	282.5556
553.27106	276.93076
553.28436	272.67719
553.29773	277.36758
553.3111	268.64667
553.32446	271.50967
553.33777	263.85657
553.35114	285.28479
553.3645	290.04456
553.37781	279.59644
553.39117	284.42603
553.40454	291.74677
553.41791	286.68646
553.43121	282.30289
553.44458	286.50961
553.45795	271.56833
553.47131	287.28787
553.48462	276.88309
553.49799	280.96768
553.51135	272.12146
553.52472	280.07245
553.53802	287.88489
553.55139	290.78543
553.56476	294.76016
553.57813	293.30679
553.59143	278.7287
553.6048	273.49005
553.61816	285.70047
553.63153	285.11398
553.64484	284.64972
553.6582	274.83026
553.67157	279.83917
553.68494	289.82791
553.69824	292.72156
553.71161	296.76556
553.72498	303.7464
553.73834	286.48389
553.75165	270.19357
553.76501	289.31757
553.77838	294.73401
553.79175	291.3396
553.80505	292.33014
553.81842	285.89761
553.83179	292.91187
553.84515	303.94742
553.85846	295.04297
553.87183	288.74988
553.88519	293.09637
553.89856	284.58496
553.91187	290.88873
553.92523	304.47647
553.9386	303.97101
553.95197	297.83075
553.96527	291.03891
553.97864	280.1593
553.992	281.42255
554.00531	299.79568
554.01868	291.77328
554.03204	293.069
554.04541	294.49966
554.05872	299.78583
554.07208	306.74344
554.08545	306.48254
554.09882	301.08615
554.11212	294.29721
554.12549	296.72626
554.13885	302.13922
554.15222	292.2514
554.16553	288.39883
554.17889	295.23251
554.19226	302.92184
554.20563	315.22168
554.21893	304.04431
554.2323	300.78098
554.24567	295.88419
554.25903	298.01813
554.27234	298.85516
554.28571	287.95163
554.29907	293.11411
554.31244	311.41785
554.32574	310.03372
554.33911	299.12927
554.35248	312.56516
554.36584	294.09991
554.37915	295.50528
554.39252	303.65973
554.40588	307.73251
554.41925	308.83963
554.43256	307.41827
554.44592	311.79736
554.45929	306.54358
554.47266	320.0647
554.48596	309.53839
554.49933	304.05521
554.5127	303.37732
554.52606	302.01321
554.53937	304.27463
554.55273	311.22974
554.5661	315.58273
554.57947	314.34253
554.59277	316.68951
554.60614	314.53168
554.61951	315.94305
554.63287	316.47897
554.64618	311.21613
554.65955	312.83078
554.67291	304.742
554.68622	303.31079
554.69958	310.66217
554.71295	311.35471
554.72632	310.53375
554.73962	316.30103
554.75299	298.80682
554.76636	312.40579
554.77972	319.35779
554.79303	321.22784
554.8064	320.86322
554.81976	324.12064
554.83313	313.74539
554.84644	308.98038
554.8598	325.65067
554.87317	318.04156
554.88654	313.05344
554.89984	328.41479
554.91321	322.59979
554.92657	319.99142
554.93994	315.55478
554.95325	321.50092
554.96661	319.34235
554.97998	315.53238
554.99335	313.32477
555.00665	307.48892
555.02002	318.35785
555.03339	329.35727
555.04675	315.28372
555.06006	306.61874
555.07343	311.1203
555.08679	323.09268
555.10016	318.96603
555.11346	316.83798
555.12683	321.24921
555.1402	325.80231
555.15356	329.91116
555.16687	324.75558
555.18024	323.11102
555.1936	316.75574
555.20697	327.79691
555.22028	320.13339
555.23364	327.13385
555.24701	326.49588
555.26038	328.30545
555.27368	329.43536
555.28705	323.81622
555.30042	324.77466
555.31378	325.40222
555.32709	324.79028
555.34045	330.21332
555.35382	307.39059
555.36713	325.70844
555.38049	332.47363
555.39386	334.84683
555.40723	335.29398
555.42053	335.75757
555.4339	332.72244
555.44727	320.40311
555.46063	324.80682
555.47394	334.35519
555.4873	344.77048
555.50067	340.46698
555.51404	330.51175
555.52734	332.84735
555.54071	332.66476
555.55408	329.55634
555.56744	325.06219
555.58075	325.76984
555.59412	341.36511
555.60748	344.47137
555.62085	343.97296
555.63416	342.65741
555.64752	327.47281
555.66089	331.24725
555.67426	343.29102
555.68756	351.87009
555.70093	346.54721
555.71429	336.79642
555.72766	339.84842
555.74097	348.53677
555.75433	340.96722
555.7677	344.53067
555.78107	344.5546
555.79437	333.7688
555.80774	338.86975
555.82111	346.33145
555.83447	344.79788
555.84778	337.33292
555.86115	341.31293
555.87451	355.85815
555.88788	352.7211
555.90118	344.05472
555.91455	371.70718
555.92792	346.72577
555.94128	339.93158
555.95459	353.00842
555.96796	349.9657
555.98132	346.0976
555.99469	351.6033
556.008	353.56653
556.02136	342.94125
556.03473	336.13
556.04803	352.64603
556.0614	362.49701
556.07477	354.32968
556.08813	353.55667
556.10144	353.86252
556.11481	355.59344
556.12817	359.25522
556.14154	358.26437
556.15485	353.38568
556.16821	354.05618
556.18158	357.73343
556.19495	346.49619
556.20825	355.0235
556.22162	354.11609
556.23499	361.02109
556.24835	351.10818
556.26166	350.19351
556.27502	357.78061
556.28839	366.21255
556.30176	366.98807
556.31506	354.67114
556.32843	341.41663
556.3418	354.31784
556.35516	361.95642
556.36847	359.7027
556.38184	376.0033
556.3952	363.2811
556.40857	358.1286
556.42188	350.7428
556.43524	362.66269
556.44861	368.1839
556.46198	346.2514
556.47528	355.20596
556.48865	355.55792
556.50201	368.8512
556.51538	361.61703
556.52869	357.29422
556.54205	378.02145
556.55542	369.8114
556.56879	374.67194
556.58209	375.31445
556.59546	358.40976
556.60883	358.69846
556.62219	377.90793
556.6355	357.60263
556.64886	373.82419
556.66223	343.83786
556.67554	359.54733
556.6889	376.16208
556.70227	375.89172
556.71564	380.92819
556.72894	378.86841
556.74231	373.29388
556.75568	379.66473
556.76904	381.82605
556.78235	370.31851
556.79572	361.64447
556.80908	367.16144
556.82245	372.65848
556.83575	387.98093
556.84912	370.46164
556.86249	377.53235
556.87585	383.3913
556.88916	379.60767
556.90253	387.05103
556.91589	389.31351
556.92926	383.88211
556.94257	398.61948
556.95593	389.45963
556.9693	398.97675
556.98267	383.17163
556.99597	388.62219
557.00934	392.91382
557.02271	392.99188
557.03607	396.40213
557.04938	388.85294
557.06274	368.957
557.07611	383.77835
557.08948	385.12122
557.10278	378.24362
557.11615	377.97363
557.12952	376.79221
557.14288	389.0556
557.15619	379.93588
557.16956	378.83801
557.18292	389.55939
557.19629	389.13223
557.20959	384.69568
557.22296	397.64807
557.23633	399.71292
557.24969	384.29556
557.263	389.7785
557.27637	393.28915
557.28973	395.82257
557.3031	394.04791
557.31641	391.47952
557.32977	389.66049
557.34314	393.5473
557.35645	405.06604
557.36981	409.81482
557.38318	399.93558
557.39655	399.49292
557.40985	377.62479
557.42322	387.11234
557.43658	394.32632
557.44995	404.09866
557.46326	399.62753
557.47662	404.40207
557.48999	412.5386
557.50336	400.65399
557.51666	394.73553
557.53003	398.35159
557.5434	388.64099
557.55676	373.63184
557.57007	400.04181
557.58344	410.67056
557.5968	395.13159
557.61017	392.94229
557.62347	394.10043
557.63684	401.42911
557.65021	413.76309
557.66357	407.76019
557.67688	414.2598
557.69025	406.83945
557.70361	413.67218
557.71698	420.94586
557.73029	400.44379
557.74365	392.04364
557.75702	404.65118
557.77039	402.91455
557.78369	407.11118
557.79706	421.75452
557.81042	413.55664
557.82379	412.08029
557.8371	404.62146
557.85046	406.44339
557.86383	410.0603
557.8772	411.6857
557.8905	423.84412
557.90387	428.78903
557.91724	421.11206
557.9306	413.11298
557.94391	412.7605
557.95728	416.10986
557.97064	418.2326
557.98401	414.84244
557.99731	413.69388
558.01068	427.44125
558.02405	415.15894
558.03735	409.12518
558.05072	409.99136
558.06409	417.61743
558.07745	418.42236
558.09076	415.80054
558.10413	415.84052
558.11749	414.28622
558.13086	429.01727
558.14417	425.47888
558.15753	414.03503
558.1709	417.89734
558.18427	430.22485
558.19757	422.72305
558.21094	416.79794
558.2243	423.22977
558.23767	423.79599
558.25098	415.53925
558.26434	417.19736
558.27771	419.10422
558.29108	406.72354
558.30438	432.24011
558.31775	432.53281
558.33112	428.47336
558.34448	427.13275
558.35779	438.78479
558.37115	435.81161
558.38452	422.63428
558.39789	418.02829
558.41119	421.39706
558.42456	427.58554
558.43793	442.79565
558.45129	433.54346
558.4646	433.99936
558.47797	425.92947
558.49133	425.25168
558.5047	436.29092
558.51801	441.17871
558.53137	441.72815
558.54474	437.12109
558.55811	426.95059
558.57141	423.91812
558.58478	431.93167
558.59814	432.99963
558.61151	412.01822
558.62482	440.06772
558.63818	434.70966
558.65155	430.7168
558.66492	430.92731
558.67822	427.99005
558.69159	435.6972
558.70496	440.79059
558.71826	428.61731
558.73163	431.36215
558.745	433.77942
558.75836	460.55954
558.77167	437.25266
558.78503	441.86554
558.7984	434.66168
558.81177	453.12125
558.82507	455.93472
558.83844	443.80759
558.85181	439.66855
558.86517	440.0051
558.87848	434.76169
558.89185	442.04779
558.90521	443.48865
558.91858	458.13461
558.93188	430.97385
558.94525	442.31805
558.95862	439.94815
558.97198	449.44464
558.98529	456.48792
558.99866	451.93448
559.01202	446.66748
559.02539	448.55249
559.0387	450.76089
559.05206	444.36652
559.06543	450.99429
559.0788	451.90866
559.0921	452.39737
559.10547	459.71301
559.11884	458.28217
559.1322	451.22369
559.14551	447.04218
559.15887	453.57849
559.17224	461.8432
559.18561	453.35403
559.19891	440.91452
559.21228	458.70224
559.22565	447.70093
559.23901	434.91281
559.25232	451.41367
559.26569	449.76025
559.27905	447.52045
559.29242	442.01651
559.30573	450.31186
559.31909	458.93195
559.33246	450.04239
559.34576	452.90308
559.35913	454.49274
559.3725	454.93811
559.38586	477.66071
559.39917	469.12369
