#Saved Data from the class odmr_logic on 15.07.2022 at 15h10m55s.
#
#Parameters:
#===========
#
#Microwave CW Power (dBm): -1.0000000000000000e+01
#Microwave Sweep Power (dBm): 0.0000000000000000e+00
#Run Time (s): 3.0000000000000000e+02
#Number of frequency sweeps (#): 48
#Start Frequency (Hz): 2.7500000000000000e+09
#Stop Frequency (Hz): 2.9900000000000000e+09
#Step size (Hz): 2.0000000000000000e+06
#Clock Frequencies (Hz): 20
#Channel: 1: /Dev1/AI0
#frequency range: 0
#
#Data:
#=====
#frequency (Hz)	count data (counts/s)	
2.750000e+09	1.699721e-01
2.752000e+09	1.766791e-01
2.754000e+09	1.817356e-01
2.756000e+09	1.849806e-01
2.758000e+09	1.885894e-01
2.760000e+09	1.907574e-01
2.762000e+09	1.935479e-01
2.764000e+09	1.950935e-01
2.766000e+09	1.972476e-01
2.768000e+09	1.985344e-01
2.770000e+09	2.004367e-01
2.772000e+09	2.014089e-01
2.774000e+09	2.031223e-01
2.776000e+09	2.038287e-01
2.778000e+09	2.051994e-01
2.780000e+09	2.058079e-01
2.782000e+09	2.072136e-01
2.784000e+09	2.076123e-01
2.786000e+09	2.088432e-01
2.788000e+09	2.091859e-01
2.790000e+09	2.103258e-01
2.792000e+09	2.105566e-01
2.794000e+09	2.116616e-01
2.796000e+09	2.118295e-01
2.798000e+09	2.127527e-01
2.800000e+09	2.129275e-01
2.802000e+09	2.138157e-01
2.804000e+09	2.139835e-01
2.806000e+09	2.147948e-01
2.808000e+09	2.148717e-01
2.810000e+09	2.156900e-01
2.812000e+09	2.156830e-01
2.814000e+09	2.165013e-01
2.816000e+09	2.164313e-01
2.818000e+09	2.172426e-01
2.820000e+09	2.171237e-01
2.822000e+09	2.179490e-01
2.824000e+09	2.177462e-01
2.826000e+09	2.185015e-01
2.828000e+09	2.183546e-01
2.830000e+09	2.190959e-01
2.832000e+09	2.189421e-01
2.834000e+09	2.197394e-01
2.836000e+09	2.194946e-01
2.838000e+09	2.201590e-01
2.840000e+09	2.198093e-01
2.842000e+09	2.205996e-01
2.844000e+09	2.204038e-01
2.846000e+09	2.210682e-01
2.848000e+09	2.208584e-01
2.850000e+09	2.214878e-01
2.852000e+09	2.212360e-01
2.854000e+09	2.218305e-01
2.856000e+09	2.215857e-01
2.858000e+09	2.222291e-01
2.860000e+09	2.218934e-01
2.862000e+09	2.225928e-01
2.864000e+09	2.222431e-01
2.866000e+09	2.228935e-01
2.868000e+09	2.226138e-01
2.870000e+09	2.231943e-01
2.872000e+09	2.228795e-01
2.874000e+09	2.234950e-01
2.876000e+09	2.230404e-01
2.878000e+09	2.238027e-01
2.880000e+09	2.233901e-01
2.882000e+09	2.239636e-01
2.884000e+09	2.236768e-01
2.886000e+09	2.242293e-01
2.888000e+09	2.238377e-01
2.890000e+09	2.245371e-01
2.892000e+09	2.241314e-01
2.894000e+09	2.246909e-01
2.896000e+09	2.243832e-01
2.898000e+09	2.248728e-01
2.900000e+09	2.245231e-01
2.902000e+09	2.251175e-01
2.904000e+09	2.246979e-01
2.906000e+09	2.253623e-01
2.908000e+09	2.249147e-01
2.910000e+09	2.256491e-01
2.912000e+09	2.250476e-01
2.914000e+09	2.256700e-01
2.916000e+09	2.253134e-01
2.918000e+09	2.258449e-01
2.920000e+09	2.253763e-01
2.922000e+09	2.260617e-01
2.924000e+09	2.256211e-01
2.926000e+09	2.261666e-01
2.928000e+09	2.257120e-01
2.930000e+09	2.263554e-01
2.932000e+09	2.259358e-01
2.934000e+09	2.264813e-01
2.936000e+09	2.260966e-01
2.938000e+09	2.266142e-01
2.940000e+09	2.261876e-01
2.942000e+09	2.267820e-01
2.944000e+09	2.263274e-01
2.946000e+09	2.269499e-01
2.948000e+09	2.263694e-01
2.950000e+09	2.270548e-01
2.952000e+09	2.265792e-01
2.954000e+09	2.271807e-01
2.956000e+09	2.267051e-01
2.958000e+09	2.272296e-01
2.960000e+09	2.267680e-01
2.962000e+09	2.273905e-01
2.964000e+09	2.268310e-01
2.966000e+09	2.275304e-01
2.968000e+09	2.269918e-01
2.970000e+09	2.275443e-01
2.972000e+09	2.270548e-01
2.974000e+09	2.277122e-01
2.976000e+09	2.272086e-01
2.978000e+09	2.278591e-01
2.980000e+09	2.272926e-01
2.982000e+09	2.279220e-01
2.984000e+09	2.273905e-01
2.986000e+09	2.280269e-01
2.988000e+09	2.274185e-01
2.990000e+09	2.280969e-01
