#Saved Data from the class odmr_logic on 23.06.2022 at 17h50m02s.
#
#Parameters:
#===========
#
#Microwave CW Power (dBm): -1.0000000000000000e+01
#Microwave Sweep Power (dBm): 0.0000000000000000e+00
#Run Time (s): 1.8000000000000000e+02
#Number of frequency sweeps (#): 12
#Start Frequency (Hz): 2.8000000000000000e+09
#Stop Frequency (Hz): 2.9500000000000000e+09
#Step size (Hz): 5.0000000000000000e+05
#Clock Frequencies (Hz): 20
#Channel: 0: /Dev1/Ctr3
#frequency range: 0
#
#Data:
#=====
#frequency (Hz)	count data (counts/s)	
2.800000e+09	2.800018e+06
2.800500e+09	2.794111e+06
2.801000e+09	2.795622e+06
2.801500e+09	2.802164e+06
2.802000e+09	2.798951e+06
2.802500e+09	2.797225e+06
2.803000e+09	2.798660e+06
2.803500e+09	2.799582e+06
2.804000e+09	2.797153e+06
2.804500e+09	2.796502e+06
2.805000e+09	2.799031e+06
2.805500e+09	2.799055e+06
2.806000e+09	2.801107e+06
2.806500e+09	2.792025e+06
2.807000e+09	2.798238e+06
2.807500e+09	2.802704e+06
2.808000e+09	2.797402e+06
2.808500e+09	2.795671e+06
2.809000e+09	2.798527e+06
2.809500e+09	2.796771e+06
2.810000e+09	2.795798e+06
2.810500e+09	2.801122e+06
2.811000e+09	2.799349e+06
2.811500e+09	2.798902e+06
2.812000e+09	2.799576e+06
2.812500e+09	2.800433e+06
2.813000e+09	2.796882e+06
2.813500e+09	2.797985e+06
2.814000e+09	2.795278e+06
2.814500e+09	2.801022e+06
2.815000e+09	2.798427e+06
2.815500e+09	2.800304e+06
2.816000e+09	2.798684e+06
2.816500e+09	2.798253e+06
2.817000e+09	2.802344e+06
2.817500e+09	2.799635e+06
2.818000e+09	2.796613e+06
2.818500e+09	2.799164e+06
2.819000e+09	2.797064e+06
2.819500e+09	2.800451e+06
2.820000e+09	2.802755e+06
2.820500e+09	2.798933e+06
2.821000e+09	2.797600e+06
2.821500e+09	2.799198e+06
2.822000e+09	2.797624e+06
2.822500e+09	2.797635e+06
2.823000e+09	2.798016e+06
2.823500e+09	2.798165e+06
2.824000e+09	2.803304e+06
2.824500e+09	2.799429e+06
2.825000e+09	2.798036e+06
2.825500e+09	2.796489e+06
2.826000e+09	2.800329e+06
2.826500e+09	2.797105e+06
2.827000e+09	2.798804e+06
2.827500e+09	2.799369e+06
2.828000e+09	2.795445e+06
2.828500e+09	2.798238e+06
2.829000e+09	2.799311e+06
2.829500e+09	2.795836e+06
2.830000e+09	2.798858e+06
2.830500e+09	2.797738e+06
2.831000e+09	2.794042e+06
2.831500e+09	2.797447e+06
2.832000e+09	2.793936e+06
2.832500e+09	2.796184e+06
2.833000e+09	2.795927e+06
2.833500e+09	2.795647e+06
2.834000e+09	2.797400e+06
2.834500e+09	2.797298e+06
2.835000e+09	2.799880e+06
2.835500e+09	2.799278e+06
2.836000e+09	2.797498e+06
2.836500e+09	2.801204e+06
2.837000e+09	2.798984e+06
2.837500e+09	2.794531e+06
2.838000e+09	2.798096e+06
2.838500e+09	2.798093e+06
2.839000e+09	2.795391e+06
2.839500e+09	2.795276e+06
2.840000e+09	2.796467e+06
2.840500e+09	2.801462e+06
2.841000e+09	2.800369e+06
2.841500e+09	2.795187e+06
2.842000e+09	2.795478e+06
2.842500e+09	2.798044e+06
2.843000e+09	2.796518e+06
2.843500e+09	2.795365e+06
2.844000e+09	2.798436e+06
2.844500e+09	2.798691e+06
2.845000e+09	2.797418e+06
2.845500e+09	2.796249e+06
2.846000e+09	2.795160e+06
2.846500e+09	2.798091e+06
2.847000e+09	2.795725e+06
2.847500e+09	2.789847e+06
2.848000e+09	2.798065e+06
2.848500e+09	2.793662e+06
2.849000e+09	2.795689e+06
2.849500e+09	2.793291e+06
2.850000e+09	2.787536e+06
2.850500e+09	2.794682e+06
2.851000e+09	2.791895e+06
2.851500e+09	2.786851e+06
2.852000e+09	2.787289e+06
2.852500e+09	2.788149e+06
2.853000e+09	2.790380e+06
2.853500e+09	2.785107e+06
2.854000e+09	2.782451e+06
2.854500e+09	2.791576e+06
2.855000e+09	2.784911e+06
2.855500e+09	2.786560e+06
2.856000e+09	2.785702e+06
2.856500e+09	2.782865e+06
2.857000e+09	2.784049e+06
2.857500e+09	2.785151e+06
2.858000e+09	2.785455e+06
2.858500e+09	2.783507e+06
2.859000e+09	2.785925e+06
2.859500e+09	2.785713e+06
2.860000e+09	2.783556e+06
2.860500e+09	2.781922e+06
2.861000e+09	2.783685e+06
2.861500e+09	2.784922e+06
2.862000e+09	2.787369e+06
2.862500e+09	2.784969e+06
2.863000e+09	2.779076e+06
2.863500e+09	2.780951e+06
2.864000e+09	2.782225e+06
2.864500e+09	2.792469e+06
2.865000e+09	2.788598e+06
2.865500e+09	2.788300e+06
2.866000e+09	2.787135e+06
2.866500e+09	2.790609e+06
2.867000e+09	2.792036e+06
2.867500e+09	2.789929e+06
2.868000e+09	2.786235e+06
2.868500e+09	2.792647e+06
2.869000e+09	2.792836e+06
2.869500e+09	2.795635e+06
2.870000e+09	2.795658e+06
2.870500e+09	2.794620e+06
2.871000e+09	2.792896e+06
2.871500e+09	2.793044e+06
2.872000e+09	2.790791e+06
2.872500e+09	2.791942e+06
2.873000e+09	2.793013e+06
2.873500e+09	2.787720e+06
2.874000e+09	2.789015e+06
2.874500e+09	2.790931e+06
2.875000e+09	2.784720e+06
2.875500e+09	2.784364e+06
2.876000e+09	2.786525e+06
2.876500e+09	2.787120e+06
2.877000e+09	2.784555e+06
2.877500e+09	2.779696e+06
2.878000e+09	2.781195e+06
2.878500e+09	2.787784e+06
2.879000e+09	2.786280e+06
2.879500e+09	2.786484e+06
2.880000e+09	2.784189e+06
2.880500e+09	2.782111e+06
2.881000e+09	2.781516e+06
