#Saved Data from the class odmr_logic on 29.07.2022 at 15h31m08s.
#
#Parameters:
#===========
#
#Microwave CW Power (dBm): -3.0000000000000000e+01
#Microwave Sweep Power (dBm): -1.0000000000000000e+01
#Run Time (s): 6.0000000000000000e+02
#Number of frequency sweeps (#): 30
#Start Frequency (Hz): 2.5000000000000000e+09
#Stop Frequency (Hz): 3.3000000000000000e+09
#Step size (Hz): 2.0000000000000000e+06
#Clock Frequencies (Hz): 20
#Channel: 0: /Dev1/Ctr3
#frequency range: 0
#
#Data:
#=====
#frequency (Hz)	count data (counts/s)	
2.500000e+09	8.249409e+06
2.502000e+09	8.248954e+06
2.504000e+09	8.246547e+06
2.506000e+09	8.251412e+06
2.508000e+09	8.251961e+06
2.510000e+09	8.253583e+06
2.512000e+09	8.247754e+06
2.514000e+09	8.250166e+06
2.516000e+09	8.253454e+06
2.518000e+09	8.254461e+06
2.520000e+09	8.252564e+06
2.522000e+09	8.254260e+06
2.524000e+09	8.252915e+06
2.526000e+09	8.252016e+06
2.528000e+09	8.255751e+06
2.530000e+09	8.251194e+06
2.532000e+09	8.252624e+06
2.534000e+09	8.253250e+06
2.536000e+09	8.253498e+06
2.538000e+09	8.254111e+06
2.540000e+09	8.252830e+06
2.542000e+09	8.251910e+06
2.544000e+09	8.250732e+06
2.546000e+09	8.252417e+06
2.548000e+09	8.251146e+06
2.550000e+09	8.250410e+06
2.552000e+09	8.253113e+06
2.554000e+09	8.250700e+06
2.556000e+09	8.254121e+06
2.558000e+09	8.253488e+06
2.560000e+09	8.251605e+06
2.562000e+09	8.253926e+06
2.564000e+09	8.251841e+06
2.566000e+09	8.251504e+06
2.568000e+09	8.254339e+06
2.570000e+09	8.255022e+06
2.572000e+09	8.251059e+06
2.574000e+09	8.251807e+06
2.576000e+09	8.253108e+06
2.578000e+09	8.251974e+06
2.580000e+09	8.252733e+06
2.582000e+09	8.252330e+06
2.584000e+09	8.251163e+06
2.586000e+09	8.252403e+06
2.588000e+09	8.255054e+06
2.590000e+09	8.254199e+06
2.592000e+09	8.251499e+06
2.594000e+09	8.253886e+06
2.596000e+09	8.251575e+06
2.598000e+09	8.254658e+06
2.600000e+09	8.249941e+06
2.602000e+09	8.251921e+06
2.604000e+09	8.251687e+06
2.606000e+09	8.253085e+06
2.608000e+09	8.253157e+06
2.610000e+09	8.251739e+06
2.612000e+09	8.250868e+06
2.614000e+09	8.253621e+06
2.616000e+09	8.252539e+06
2.618000e+09	8.254532e+06
2.620000e+09	8.248934e+06
2.622000e+09	8.252811e+06
2.624000e+09	8.254210e+06
2.626000e+09	8.251580e+06
2.628000e+09	8.252242e+06
2.630000e+09	8.253041e+06
2.632000e+09	8.252957e+06
2.634000e+09	8.250815e+06
2.636000e+09	8.252648e+06
2.638000e+09	8.254814e+06
2.640000e+09	8.251739e+06
2.642000e+09	8.250143e+06
2.644000e+09	8.250277e+06
2.646000e+09	8.254086e+06
2.648000e+09	8.249873e+06
2.650000e+09	8.248772e+06
2.652000e+09	8.248946e+06
2.654000e+09	8.250550e+06
2.656000e+09	8.252488e+06
2.658000e+09	8.250791e+06
2.660000e+09	8.249691e+06
2.662000e+09	8.250864e+06
2.664000e+09	8.246746e+06
2.666000e+09	8.247546e+06
2.668000e+09	8.244209e+06
2.670000e+09	8.237488e+06
2.672000e+09	8.236786e+06
2.674000e+09	8.238472e+06
2.676000e+09	8.244948e+06
2.678000e+09	8.242979e+06
2.680000e+09	8.242047e+06
2.682000e+09	8.233619e+06
2.684000e+09	8.231019e+06
2.686000e+09	8.233610e+06
2.688000e+09	8.235119e+06
2.690000e+09	8.239310e+06
2.692000e+09	8.244642e+06
2.694000e+09	8.248020e+06
2.696000e+09	8.248330e+06
2.698000e+09	8.247461e+06
2.700000e+09	8.250211e+06
2.702000e+09	8.247219e+06
2.704000e+09	8.250419e+06
2.706000e+09	8.252136e+06
2.708000e+09	8.252374e+06
2.710000e+09	8.250667e+06
2.712000e+09	8.251106e+06
2.714000e+09	8.253681e+06
2.716000e+09	8.252985e+06
2.718000e+09	8.253113e+06
2.720000e+09	8.252244e+06
2.722000e+09	8.249679e+06
2.724000e+09	8.250914e+06
2.726000e+09	8.250999e+06
2.728000e+09	8.248903e+06
2.730000e+09	8.248948e+06
2.732000e+09	8.249917e+06
2.734000e+09	8.250685e+06
2.736000e+09	8.250591e+06
2.738000e+09	8.248286e+06
2.740000e+09	8.252117e+06
2.742000e+09	8.247641e+06
2.744000e+09	8.251018e+06
2.746000e+09	8.246522e+06
2.748000e+09	8.244135e+06
2.750000e+09	8.239985e+06
2.752000e+09	8.236132e+06
2.754000e+09	8.224799e+06
2.756000e+09	8.222188e+06
2.758000e+09	8.223775e+06
2.760000e+09	8.233289e+06
2.762000e+09	8.233320e+06
2.764000e+09	8.233574e+06
