#Saved Data from the class odmr_logic on 28.07.2022 at 12h41m44s.
#
#Parameters:
#===========
#
#Microwave CW Power (dBm): -5.0000000000000000e+00
#Microwave Sweep Power (dBm): -5.0000000000000000e+00
#Run Time (s): 6.0000000000000000e+02
#Number of frequency sweeps (#): 96
#Start Frequency (Hz): 2.7500000000000000e+09
#Stop Frequency (Hz): 2.9900000000000000e+09
#Step size (Hz): 2.0000000000000000e+06
#Clock Frequencies (Hz): 20
#Channel: 1: /Dev1/AI0
#frequency range: 0
#
#Data:
#=====
#frequency (Hz)	count data (counts/s)	
2.750000e+09	3.174709e-01
2.752000e+09	3.268580e-01
2.754000e+09	3.327643e-01
2.756000e+09	3.378644e-01
2.758000e+09	3.417915e-01
2.760000e+09	3.456010e-01
2.762000e+09	3.485732e-01
2.764000e+09	3.516803e-01
2.766000e+09	3.541197e-01
2.768000e+09	3.567320e-01
2.770000e+09	3.587388e-01
2.772000e+09	3.610882e-01
2.774000e+09	3.627905e-01
2.776000e+09	3.648389e-01
2.778000e+09	3.663405e-01
2.780000e+09	3.682332e-01
2.782000e+09	3.694027e-01
2.784000e+09	3.711396e-01
2.786000e+09	3.723160e-01
2.788000e+09	3.738696e-01
2.790000e+09	3.748626e-01
2.792000e+09	3.763470e-01
2.794000e+09	3.771359e-01
2.796000e+09	3.785649e-01
2.798000e+09	3.793399e-01
2.800000e+09	3.805959e-01
2.802000e+09	3.813225e-01
2.804000e+09	3.824747e-01
2.806000e+09	3.830906e-01
2.808000e+09	3.843016e-01
2.810000e+09	3.848345e-01
2.812000e+09	3.858794e-01
2.814000e+09	3.864711e-01
2.816000e+09	3.874191e-01
2.818000e+09	3.878724e-01
2.820000e+09	3.888793e-01
2.822000e+09	3.892149e-01
2.824000e+09	3.902252e-01
2.826000e+09	3.905539e-01
2.828000e+09	3.914916e-01
2.830000e+09	3.917165e-01
2.832000e+09	3.927303e-01
2.834000e+09	3.929310e-01
2.836000e+09	3.937856e-01
2.838000e+09	3.940451e-01
2.840000e+09	3.949413e-01
2.842000e+09	3.951696e-01
2.844000e+09	3.959343e-01
2.846000e+09	3.960900e-01
2.848000e+09	3.968824e-01
2.850000e+09	3.970623e-01
2.852000e+09	3.978166e-01
2.854000e+09	3.979308e-01
2.856000e+09	3.987335e-01
2.858000e+09	3.987577e-01
2.860000e+09	3.995501e-01
2.862000e+09	3.995985e-01
2.864000e+09	4.003389e-01
2.866000e+09	4.003978e-01
2.868000e+09	4.011555e-01
2.870000e+09	4.011624e-01
2.872000e+09	4.018683e-01
2.874000e+09	4.018510e-01
2.876000e+09	4.026191e-01
2.878000e+09	4.025741e-01
2.880000e+09	4.032904e-01
2.882000e+09	4.032558e-01
2.884000e+09	4.039582e-01
2.886000e+09	4.039028e-01
2.888000e+09	4.046156e-01
2.890000e+09	4.045048e-01
2.892000e+09	4.052038e-01
2.894000e+09	4.051311e-01
2.896000e+09	4.058231e-01
2.898000e+09	4.056813e-01
2.900000e+09	4.063906e-01
2.902000e+09	4.062106e-01
2.904000e+09	4.069546e-01
2.906000e+09	4.067815e-01
2.908000e+09	4.074632e-01
2.910000e+09	4.073213e-01
2.912000e+09	4.079580e-01
2.914000e+09	4.077988e-01
2.916000e+09	4.084527e-01
2.918000e+09	4.082797e-01
2.920000e+09	4.089787e-01
2.922000e+09	4.087918e-01
2.924000e+09	4.093939e-01
2.926000e+09	4.091932e-01
2.928000e+09	4.099198e-01
2.930000e+09	4.096188e-01
2.932000e+09	4.103004e-01
2.934000e+09	4.100928e-01
2.936000e+09	4.107606e-01
2.938000e+09	4.105219e-01
2.940000e+09	4.111654e-01
2.942000e+09	4.108748e-01
2.944000e+09	4.115426e-01
2.946000e+09	4.112692e-01
2.948000e+09	4.118990e-01
2.950000e+09	4.116844e-01
2.952000e+09	4.123522e-01
2.954000e+09	4.120962e-01
2.956000e+09	4.127224e-01
2.958000e+09	4.124076e-01
2.960000e+09	4.130546e-01
2.962000e+09	4.127674e-01
2.964000e+09	4.134664e-01
2.966000e+09	4.130788e-01
2.968000e+09	4.137224e-01
2.970000e+09	4.134110e-01
2.972000e+09	4.140822e-01
2.974000e+09	4.137501e-01
2.976000e+09	4.144075e-01
2.978000e+09	4.140719e-01
2.980000e+09	4.147085e-01
2.982000e+09	4.143487e-01
2.984000e+09	4.150234e-01
2.986000e+09	4.147362e-01
2.988000e+09	4.153313e-01
2.990000e+09	4.150234e-01
