#Saved Data from the class odmr_logic on 23.06.2022 at 17h50m02s.
#
#Parameters:
#===========
#
#Microwave CW Power (dBm): -1.0000000000000000e+01
#Microwave Sweep Power (dBm): 0.0000000000000000e+00
#Run Time (s): 1.8000000000000000e+02
#Number of frequency sweeps (#): 12
#Start Frequency (Hz): 2.8000000000000000e+09
#Stop Frequency (Hz): 2.9500000000000000e+09
#Step size (Hz): 5.0000000000000000e+05
#Clock Frequencies (Hz): 20
#Channel: 1: /Dev1/AI0
#frequency range: 0
#
#Data:
#=====
#frequency (Hz)	count data (counts/s)	
2.800000e+09	4.503092e-01
2.800500e+09	4.611565e-01
2.801000e+09	4.680593e-01
2.801500e+09	4.737967e-01
2.802000e+09	4.785180e-01
2.802500e+09	4.827314e-01
2.803000e+09	4.862874e-01
2.803500e+09	4.897836e-01
2.804000e+09	4.925328e-01
2.804500e+09	4.955210e-01
2.805000e+09	4.977921e-01
2.805500e+09	5.002424e-01
2.806000e+09	5.025135e-01
2.806500e+09	5.046052e-01
2.807000e+09	5.064579e-01
2.807500e+09	5.082210e-01
2.808000e+09	5.098645e-01
2.808500e+09	5.114781e-01
2.809000e+09	5.129423e-01
2.809500e+09	5.145261e-01
2.810000e+09	5.158110e-01
2.810500e+09	5.170661e-01
2.811000e+09	5.182315e-01
2.811500e+09	5.196061e-01
2.812000e+09	5.205324e-01
2.812500e+09	5.216978e-01
2.813000e+09	5.226541e-01
2.813500e+09	5.237597e-01
2.814000e+09	5.244470e-01
2.814500e+09	5.255526e-01
2.815000e+09	5.262399e-01
2.815500e+09	5.272559e-01
2.816000e+09	5.278536e-01
2.816500e+09	5.287799e-01
2.817000e+09	5.294074e-01
2.817500e+09	5.300051e-01
2.818000e+09	5.307820e-01
2.818500e+09	5.314394e-01
2.819000e+09	5.321566e-01
2.819500e+09	5.328439e-01
2.820000e+09	5.332025e-01
2.820500e+09	5.339495e-01
2.821000e+09	5.343081e-01
2.821500e+09	5.350851e-01
2.822000e+09	5.354436e-01
2.822500e+09	5.361011e-01
2.823000e+09	5.364895e-01
2.823500e+09	5.370274e-01
2.824000e+09	5.374159e-01
2.824500e+09	5.380135e-01
2.825000e+09	5.382825e-01
2.825500e+09	5.387905e-01
2.826000e+09	5.390893e-01
2.826500e+09	5.397766e-01
2.827000e+09	5.398961e-01
2.827500e+09	5.403443e-01
2.828000e+09	5.405834e-01
2.828500e+09	5.412408e-01
2.829000e+09	5.413304e-01
2.829500e+09	5.418683e-01
2.830000e+09	5.420775e-01
2.830500e+09	5.424660e-01
2.831000e+09	5.426453e-01
2.831500e+09	5.432728e-01
2.832000e+09	5.432429e-01
2.832500e+09	5.438107e-01
2.833000e+09	5.436314e-01
2.833500e+09	5.442888e-01
2.834000e+09	5.445577e-01
2.834500e+09	5.448267e-01
2.835000e+09	5.449761e-01
2.835500e+09	5.453944e-01
2.836000e+09	5.454243e-01
2.836500e+09	5.459622e-01
2.837000e+09	5.459622e-01
2.837500e+09	5.463805e-01
2.838000e+09	5.465299e-01
2.838500e+09	5.469483e-01
2.839000e+09	5.467092e-01
2.839500e+09	5.472471e-01
2.840000e+09	5.472471e-01
2.840500e+09	5.476057e-01
2.841000e+09	5.476954e-01
2.841500e+09	5.481137e-01
2.842000e+09	5.482332e-01
2.842500e+09	5.484424e-01
2.843000e+09	5.485022e-01
2.843500e+09	5.489205e-01
2.844000e+09	5.488608e-01
2.844500e+09	5.490699e-01
2.845000e+09	5.491596e-01
2.845500e+09	5.494285e-01
2.846000e+09	5.495182e-01
2.846500e+09	5.499664e-01
2.847000e+09	5.498469e-01
2.847500e+09	5.502353e-01
2.848000e+09	5.499963e-01
2.848500e+09	5.505043e-01
2.849000e+09	5.505640e-01
2.849500e+09	5.509226e-01
2.850000e+09	5.508629e-01
2.850500e+09	5.513410e-01
2.851000e+09	5.512215e-01
2.851500e+09	5.514605e-01
2.852000e+09	5.513111e-01
2.852500e+09	5.517593e-01
2.853000e+09	5.515203e-01
2.853500e+09	5.519685e-01
2.854000e+09	5.518789e-01
2.854500e+09	5.522972e-01
2.855000e+09	5.520283e-01
2.855500e+09	5.524167e-01
2.856000e+09	5.522375e-01
2.856500e+09	5.526857e-01
2.857000e+09	5.527156e-01
2.857500e+09	5.527753e-01
2.858000e+09	5.528351e-01
2.858500e+09	5.530742e-01
2.859000e+09	5.531040e-01
2.859500e+09	5.532534e-01
2.860000e+09	5.533132e-01
2.860500e+09	5.536419e-01
2.861000e+09	5.533730e-01
2.861500e+09	5.537316e-01
2.862000e+09	5.536718e-01
2.862500e+09	5.540005e-01
2.863000e+09	5.538511e-01
2.863500e+09	5.541798e-01
2.864000e+09	5.539109e-01
2.864500e+09	5.542097e-01
2.865000e+09	5.540304e-01
2.865500e+09	5.545085e-01
2.866000e+09	5.544487e-01
2.866500e+09	5.546579e-01
2.867000e+09	5.545683e-01
2.867500e+09	5.548671e-01
2.868000e+09	5.547476e-01
2.868500e+09	5.551360e-01
2.869000e+09	5.546878e-01
2.869500e+09	5.552556e-01
2.870000e+09	5.549866e-01
2.870500e+09	5.553751e-01
2.871000e+09	5.554647e-01
2.871500e+09	5.554946e-01
2.872000e+09	5.554050e-01
2.872500e+09	5.556739e-01
2.873000e+09	5.556440e-01
2.873500e+09	5.559130e-01
2.874000e+09	5.557337e-01
2.874500e+09	5.560923e-01
2.875000e+09	5.557636e-01
2.875500e+09	5.560026e-01
2.876000e+09	5.559130e-01
2.876500e+09	5.562715e-01
2.877000e+09	5.560325e-01
2.877500e+09	5.563313e-01
2.878000e+09	5.563313e-01
2.878500e+09	5.565704e-01
2.879000e+09	5.563313e-01
2.879500e+09	5.565405e-01
2.880000e+09	5.564508e-01
2.880500e+09	5.568094e-01
2.881000e+09	5.568094e-01
2.881500e+09	5.568094e-01
2.882000e+09	5.568094e-01
2.882500e+09	5.570784e-01
2.883000e+09	5.570186e-01
2.883500e+09	5.572875e-01
2.884000e+09	5.569887e-01
2.884500e+09	5.571680e-01
2.885000e+09	5.571979e-01
2.885500e+09	5.572278e-01
2.886000e+09	5.571680e-01
2.886500e+09	5.576461e-01
2.887000e+09	5.572875e-01
2.887500e+09	5.575266e-01
2.888000e+09	5.574370e-01
2.888500e+09	5.577358e-01
2.889000e+09	5.575266e-01
2.889500e+09	5.578553e-01
2.890000e+09	5.575266e-01
2.890500e+09	5.580047e-01
2.891000e+09	5.578553e-01
2.891500e+09	5.579450e-01
2.892000e+09	5.579151e-01
2.892500e+09	5.580944e-01
2.893000e+09	5.578852e-01
2.893500e+09	5.583035e-01
2.894000e+09	5.580645e-01
2.894500e+09	5.582139e-01
2.895000e+09	5.581541e-01
2.895500e+09	5.584231e-01
2.896000e+09	5.583035e-01
2.896500e+09	5.583633e-01
2.897000e+09	5.583035e-01
2.897500e+09	5.585426e-01
2.898000e+09	5.585127e-01
2.898500e+09	5.585725e-01
2.899000e+09	5.584530e-01
2.899500e+09	5.587219e-01
2.900000e+09	5.585426e-01
2.900500e+09	5.588713e-01
