#Saved Data from the class odmr_logic on 23.06.2022 at 18h43m21s.
#
#Parameters:
#===========
#
#Microwave CW Power (dBm): -1.0000000000000000e+01
#Microwave Sweep Power (dBm): 0.0000000000000000e+00
#Run Time (s): 1.8000000000000000e+02
#Number of frequency sweeps (#): 12
#Start Frequency (Hz): 2.8000000000000000e+09
#Stop Frequency (Hz): 2.9500000000000000e+09
#Step size (Hz): 5.0000000000000000e+05
#Clock Frequencies (Hz): 20
#Channel: 0: /Dev1/Ctr3
#frequency range: 0
#
#Data:
#=====
#frequency (Hz)	count data (counts/s)	
2.800000e+09	2.240042e+06
2.800500e+09	2.238324e+06
2.801000e+09	2.242889e+06
2.801500e+09	2.241093e+06
2.802000e+09	2.240151e+06
2.802500e+09	2.240807e+06
2.803000e+09	2.238802e+06
2.803500e+09	2.240002e+06
2.804000e+09	2.242255e+06
2.804500e+09	2.242056e+06
2.805000e+09	2.238169e+06
2.805500e+09	2.239245e+06
2.806000e+09	2.241913e+06
2.806500e+09	2.243271e+06
2.807000e+09	2.237867e+06
2.807500e+09	2.239438e+06
2.808000e+09	2.241631e+06
2.808500e+09	2.241905e+06
2.809000e+09	2.239855e+06
2.809500e+09	2.240455e+06
2.810000e+09	2.241422e+06
2.810500e+09	2.239342e+06
2.811000e+09	2.241333e+06
2.811500e+09	2.241709e+06
2.812000e+09	2.244320e+06
2.812500e+09	2.242171e+06
2.813000e+09	2.241033e+06
2.813500e+09	2.234171e+06
2.814000e+09	2.239105e+06
2.814500e+09	2.242009e+06
2.815000e+09	2.240816e+06
2.815500e+09	2.240264e+06
2.816000e+09	2.241931e+06
2.816500e+09	2.240355e+06
2.817000e+09	2.239647e+06
2.817500e+09	2.240715e+06
2.818000e+09	2.238656e+06
2.818500e+09	2.237011e+06
2.819000e+09	2.239056e+06
2.819500e+09	2.241187e+06
2.820000e+09	2.238545e+06
2.820500e+09	2.240747e+06
2.821000e+09	2.240769e+06
2.821500e+09	2.241093e+06
2.822000e+09	2.240429e+06
2.822500e+09	2.240022e+06
2.823000e+09	2.237109e+06
2.823500e+09	2.239011e+06
2.824000e+09	2.240645e+06
2.824500e+09	2.243140e+06
2.825000e+09	2.239600e+06
2.825500e+09	2.238216e+06
2.826000e+09	2.240625e+06
2.826500e+09	2.239315e+06
2.827000e+09	2.238782e+06
2.827500e+09	2.238578e+06
2.828000e+09	2.237567e+06
2.828500e+09	2.241076e+06
2.829000e+09	2.239295e+06
2.829500e+09	2.240155e+06
2.830000e+09	2.238440e+06
2.830500e+09	2.242609e+06
2.831000e+09	2.239216e+06
2.831500e+09	2.237987e+06
2.832000e+09	2.238969e+06
