x	x_err	y
2.8515574247329627	0.002048898361006679	1.8872656812329858e-05
2.8543175978423365	0.00036932174816735385	3.7414510430933134e-06
2.8566979454166175	0.0007588400651144735	9.325718692054785e-06
2.8585208762797234	0.0005942147112793691	4.8369518145241486e-06
2.8611290324518386	0.0019760291297885404	2.2681866052143285e-05
2.864686846819985	0.0003720881686550973	2.0499280798391695e-06
2.867373239018816	0.0020113248081414584	1.769341692725579e-05
2.8744536236464815	0.002170057258088508	2.14588247512415e-05
2.876286583433097	1.4813276845786295e-06	0.0001762435257158801
2.8783759546410637	0.0008354387261508302	4.33059844640038e-06
2.880327597109864	0.0011701330479917716	1.2980686317498602e-05
2.8822053794761775	2.4363183143521777e-06	9.143641415454429e-05
2.8829334583688784	0.0005771812317339644	4.699275360731114e-06
2.884624791992031	0.0005323149164692485	2.9282807693098434e-06
2.886836901826587	0.002942674568258827	3.207497458135311e-05
2.891223348037707	0.0005824962431794527	4.326782155783526e-06
2.889007018279548	0.0001446468828636685	1.0001634235257129e-06
2.9034101885238734	0.015310226163651828	6.727700981701279e-05
