x	x_err	y
2.8563632537753447	0.001285073901470553	2.3792197009764315e-05
2.8586189101797763	0.0006832780451069226	1.2731483350347794e-05
2.8606464310519564	0.0008680284881297927	1.4826930870737165e-05
2.865960322129074	0.0012730552665345548	1.2336623688713466e-05
2.8676583717544872	0.0003493220246606411	1.8112885148413582e-06
2.8692977199802323	0.00010333975705817693	2.3663049054656327e-06
2.873307884065756	0.0010961067190600545	8.046992948762544e-06
2.8769055716277343	0.014793774920291963	9.319670946028591e-05
2.8756325816671544	0.0006505053605670243	3.93017254596284e-06
2.8805100676550635	0.0008011854956401662	1.3724344930854393e-05
2.882575836772211	0.0006439106298983525	1.1206525324491956e-05
2.8847205768672284	0.0006961490921577893	1.3738701034715639e-05
