x	x_err	y
2.800318324311101	1.9444703251340654e-06	0.0001399453993923272
2.8237061219742245	0.006144131508654208	2.8833717406917536e-05
2.8259871272732795	1.0000000000083265e-06	1.0041819292760934e-06
2.828175173655978	1.3340011352207284e-06	0.0001002153189960664
2.829578366044388	0.0005195033029450041	4.849137349549615e-06
2.8320973056530967	0.002010267410593876	2.444970288617565e-05
2.8362578413690427	0.00023403340240972707	1.0000587374880965e-06
2.8343237613504906	1.0557414670326164e-06	0.00035795342531830254
2.839650916218496	1.0896856727849188e-06	0.00015868316601308496
2.8439226046105803	0.0010714428332222951	1.279437106915804e-05
2.8455520242038608	6.470188744494512e-05	1.0024706039724052e-06
2.847116784991639	0.0011221903133417155	1.3275724652150878e-05
2.8494868817245727	1.0000000000083265e-06	1.000962916219983e-06
2.8523255025005305	1.12475109701613e-06	0.00019822478306619207
2.853632186436884	0.0002885505956100318	2.050888570193088e-06
2.8570953333721607	0.0008525634549943811	1.3880434729718338e-05
2.8588142760131188	1.8442812639275366e-06	0.00013009465874869175
2.859752419974757	1.0844538479601808e-06	0.00026613271923625614
2.861769551352732	0.001061265422108514	1.4627547881729264e-05
2.877822875145561	0.010775713424424885	3.9870729055757614e-05
2.8868896797885872	0.0006782671008790815	7.066262385557742e-06
2.8893138657404336	0.0006852696915036917	7.2686696096502246e-06
2.8915282481894358	0.0005010382392060499	6.145788005951225e-06
2.893418650959888	0.002517612877100897	8.109494218477842e-06
2.8972941184168013	0.0013098660283268847	6.745186740153564e-06
2.898983655307496	1.0000000000083265e-06	1.000248080029742e-06
2.9004428635513686	0.00043944354034403105	4.64331676586216e-06
2.9020715079347275	0.00034415934128514166	3.473173248669248e-06
2.9038964822377213	0.0006279071311770291	7.79010569573746e-06
2.9049556761679947	1.4751251177083535e-05	1.0000038460633576e-06
2.906010137085195	0.00012787172716627454	1.0001437601436791e-06
2.9095893899664804	0.0004488097856443689	4.125223161621783e-06
2.911486668989058	1.0000000000083265e-06	1.000550310270576e-06
2.912801314905218	0.0003341097173023524	3.6440245930746684e-06
2.9145154167794507	1.0000000000083265e-06	1.0002685740806427e-06
2.916100885761153	0.0027958520122479138	2.673158173605028e-05
2.933785420042287	0.0028621160837065426	1.1151251190777423e-05
