file  B_x B_x_err B_y B_y_err B_z B_z_err  B_xH B_zH 
20220802110115  8.97159405610778  -0.2328728889935403 8.013262722504901  0.003673588328577252 9.115405880044014  -0.1501346385488757 8.7  9.3  
20220802113653  7.505461981369016  -0.2798352342664529  6.571358431197112  -0.007211945744959088  5.848861243931769  -0.1652173884005036 6.9  5.4  
20220802115300  6.59549098835203  -0.21557479452576137  5.472603199637697  -0.010311399985328554  4.622664471022208  -0.15280623168471244 6.0  4.7  
20220802123826  3.128759642452264  -0.25162339675014583 -1.586291870931512  -0.0015225217976065778  8.009505439128052  -0.1870587093721269 3.8  7.3  
20220802125209  -4.232977332946631  -0.2438414531744131 3.4390861518844673  -0.0013591269171787236  -3.075954940693182  -0.17563080420584787 -3.9  -2.6 
20220802130604  2.2171101847385226  -0.27581444805977123  1.2223828576323617  -0.010428621479497696 4.000604671281898  -0.17928294782962279 2.5  3.6  
20220802133219  1.6658135780097985  -0.2649764566255991 0.8498809266819682  -0.0068169338081942735  3.599072158815364  -0.18322411348825218 1.7  2.8  
20220802140711  2.658581220558677  -0.26507315815850496 1.540428248722774  -0.01446990207482122 1.5162190916255305  -0.17928312889297515 2.4  1.7  
