20220728132515	1.47588358960366	-0.3686033151389367	0.0	-0.3686033151389367	0.0	0.3686033151389367  1.6 0.24
20220728130954	1.1632243810273435	-0.33287046258642583	0.0	-0.33287046258642583	0.0	0.33287046258642583 1.1 0.22
20220728125639	1.0394239203365367	-0.32623224437173337	0.0	-0.32623224437173337	0.0	0.32623224437173337 0.9 0.3
20220729093441	0.7896649843211354	-0.2771747456169634	0.0	-0.2771747456169634	0.0	0.2771747456169634  0.80 0.30
20220728135120	0.5937744577258148	-0.31810034023823175	0.0	-0.31810034023823175	0.0	0.31810034023823175 0.58 0.21
20220728133808	0.39062319176647115	-0.327547983893944	0.0	-0.327547983893944	0.0	0.327547983893944 0.38 0.21
20220728122232	0.3574564060419205	-0.3231356823627016	0.0	-0.3231356823627016	0.0	0.3231356823627016 0.32 0.11
20220801111348	0.33492605486164795	-0.16112259220886493	0.0	-0.16112259220886493	0.0	0.16112259220886493 0.30 0.14
20220728091242	0.31105482348365887	-0.174673913083484	0.0	-0.174673913083484	0.0	0.174673913083484 0.30 0.17
20220728112820	0.2922463616568007	-0.1916178658749544	0.0	-0.1916178658749544	0.0	0.1916178658749544  0.28 0.15
20220801103048	0.27350329983598604	-0.16860732312696194	0.0	-0.16860732312696194	0.0	0.16860732312696194 0.27  0.13
20220728-1325-15	1.47588358960366	-0.3686033151389367	0.0	-0.3686033151389367	0.0	0.3686033151389367
20220728-1309-54	1.1632243810273435	-0.33287046258642583	0.0	-0.33287046258642583	0.0	0.33287046258642583
20220728-1256-39	1.0394239203365367	-0.32623224437173337	0.0	-0.32623224437173337	0.0	0.32623224437173337
20220729-0934-41	0.7896646956332578	-0.27717459378997406	0.0	-0.27717459378997406	0.0	0.27717459378997406
20220728-1351-20	0.5937744577258148	-0.31810034023823175	0.0	-0.31810034023823175	0.0	0.31810034023823175
20220728-1338-08	0.39062319176647115	-0.327547983893944	0.0	-0.327547983893944	0.0	0.327547983893944
20220728-1222-32	0.3574564060419205	-0.3231356823627016	0.0	-0.3231356823627016	0.0	0.3231356823627016
20220801-1113-48	0.33492605486164795	-0.16112259220886493	0.0	-0.16112259220886493	0.0	0.16112259220886493
20220728-0912-42	0.31105482348365887	-0.174673913083484	0.0	-0.174673913083484	0.0	0.174673913083484
20220728-1128-20	0.2922463616568007	-0.1916178658749544	0.0	-0.1916178658749544	0.0	0.1916178658749544
20220801-1030-48	0.27350329983598604	-0.16860732312696194	0.0	-0.16860732312696194	0.0	0.16860732312696194
20220728-1325-15	1.47588358960366	-0.3686033151389367	0.0	-0.3686033151389367	0.0	0.3686033151389367
20220728-1309-54	1.1632243810273435	-0.33287046258642583	0.0	-0.33287046258642583	0.0	0.33287046258642583
20220728-1256-39	1.0394239203365367	-0.32623224437173337	0.0	-0.32623224437173337	0.0	0.32623224437173337
20220729-0934-41	0.7896646956332578	-0.27717459378997406	0.0	-0.27717459378997406	0.0	0.27717459378997406
20220728-1351-20	0.5937744577258148	-0.31810034023823175	0.0	-0.31810034023823175	0.0	0.31810034023823175
20220728-1338-08	0.39062319176647115	-0.327547983893944	0.0	-0.327547983893944	0.0	0.327547983893944
20220728-1222-32	0.3574564060419205	-0.3231356823627016	0.0	-0.3231356823627016	0.0	0.3231356823627016
20220801-1113-48	0.33492605486164795	-0.16112259220886493	0.0	-0.16112259220886493	0.0	0.16112259220886493
20220728-0912-42	0.31105482348365887	-0.174673913083484	0.0	-0.174673913083484	0.0	0.174673913083484
20220728-1128-20	0.2922463616568007	-0.1916178658749544	0.0	-0.1916178658749544	0.0	0.1916178658749544
20220801-1030-48	0.27350329983598604	-0.16860732312696194	0.0	-0.16860732312696194	0.0	0.16860732312696194
20220728-1325-15	1.47588358960366	-0.3686033151389367	0.0	-0.3686033151389367	0.0	0.3686033151389367
20220728-1309-54	1.1632243810273435	-0.33287046258642583	0.0	-0.33287046258642583	0.0	0.33287046258642583
20220728-1256-39	1.0394239203365367	-0.32623224437173337	0.0	-0.32623224437173337	0.0	0.32623224437173337
20220729-0934-41	0.7896646956332578	-0.27717459378997406	0.0	-0.27717459378997406	0.0	0.27717459378997406
20220728-1351-20	0.5937744577258148	-0.31810034023823175	0.0	-0.31810034023823175	0.0	0.31810034023823175
20220728-1338-08	0.39062319176647115	-0.327547983893944	0.0	-0.327547983893944	0.0	0.327547983893944
20220728-1222-32	0.3574564060419205	-0.3231356823627016	0.0	-0.3231356823627016	0.0	0.3231356823627016
20220801-1113-48	0.33492605486164795	-0.16112259220886493	0.0	-0.16112259220886493	0.0	0.16112259220886493
20220728-0912-42	0.31105482348365887	-0.174673913083484	0.0	-0.174673913083484	0.0	0.174673913083484
20220728-1128-20	0.2922463616568007	-0.1916178658749544	0.0	-0.1916178658749544	0.0	0.1916178658749544
20220801-1030-48	0.27350329983598604	-0.16860732312696194	0.0	-0.16860732312696194	0.0	0.16860732312696194
20220729-0934-41	0.7896646956332578	-0.27717459378997406	0.0	-0.27717459378997406	0.0	0.27717459378997406
20220729-0934-41	0.7896646956332578	-0.27717459378997406	0.0	-0.27717459378997406	0.0	0.27717459378997406
20220728-1325-15	1.47588358960366	-0.3686033151389367	0.0	-0.3686033151389367	0.0	0.3686033151389367
20220728-1309-54	1.1632243810273435	-0.33287046258642583	0.0	-0.33287046258642583	0.0	0.33287046258642583
20220728-1256-39	1.0394239203365367	-0.32623224437173337	0.0	-0.32623224437173337	0.0	0.32623224437173337
20220729-0934-41	0.7896646956332578	-0.27717459378997406	0.0	-0.27717459378997406	0.0	0.27717459378997406
20220728-1351-20	0.5937744577258148	-0.31810034023823175	0.0	-0.31810034023823175	0.0	0.31810034023823175
20220728-1338-08	0.39062319176647115	-0.327547983893944	0.0	-0.327547983893944	0.0	0.327547983893944
20220728-1222-32	0.3574564060419205	-0.3231356823627016	0.0	-0.3231356823627016	0.0	0.3231356823627016
20220801-1113-48	0.33492605486164795	-0.16112259220886493	0.0	-0.16112259220886493	0.0	0.16112259220886493
20220728-0912-42	0.31105482348365887	-0.174673913083484	0.0	-0.174673913083484	0.0	0.174673913083484
20220728-1128-20	0.2922463616568007	-0.1916178658749544	0.0	-0.1916178658749544	0.0	0.1916178658749544
20220801-1030-48	0.27350329983598604	-0.16860732312696194	0.0	-0.16860732312696194	0.0	0.16860732312696194
